City,country,source,wikipedia_url
Saint-Chamond,France,table,
Meyzieu,France,table,
Six-Fours-les-Plages,France,table,
Saint-Leu,France,table,
Auxerre,France,table,
Montluçon,France,table,
Sainte-Marie,France,table,
Nogent-sur-Marne,France,table,
Châtenay-Malabry,France,table,
Mâcon,France,table,
Roanne,France,table,
Schiltigheim,France,table,
Le Perreux-sur-Marne,France,table,
Matoury,France,table,
Vitrolles,France,table,
Les Mureaux,France,table,
Romans-sur-Isère,France,table,
Nevers,France,table,
La Possession,France,table,
Le Port,France,table,
Houilles,France,table,
Trappes,France,table,
Agen,France,table,
Pontoise,France,table,
Marignane,France,table,
Montigny-le-Bretonneux,France,table,
Épinal,France,table,
Cambrai,France,table,
Koungou,France,table,
L'Haÿ-les-Roses,France,table,
Saint-Médard-en-Jalles,France,table,
Bezons,France,table,
Châtellerault,France,table,
Lens,France,table,
Vigneux-sur-Seine,France,table,
Herblay-sur-Seine,France,table,
Le Chesnay-Rocquencourt,France,table,
Goussainville,France,table,
Plaisir,France,table,
Malakoff,France,table,
Viry-Châtillon,France,table,
Pierrefitte-sur-Seine,France,table,
Baie-Mahault,France,table,
Rillieux-la-Pape,France,table,
Thiais,France,table,
Dreux,France,table,
Bègles,France,table,
Menton,France,table,
Aix-les-Bains,France,table,
Cachan,France,table,
Villemomble,France,table,
Chatou,France,table,
Liévin,France,table,
Romainville,France,table,
Le Plessis-Robinson,France,table,
Saint-Cloud,France,table,
Vienne,France,table,
Savigny-le-Temple,France,table,
Vandœuvre-lès-Nancy,France,table,
Périgueux,France,table,
Charenton-le-Pont,France,table,
Mont-de-Marsan,France,table,
Ris-Orangis,France,table,
La Garenne-Colombes,France,table,
Agde,France,table,
Maubeuge,France,table,
Guyancourt,France,table,
Yerres,France,table,
Carpentras,France,table,
Saint-Laurent-du-Var,France,table,
Sotteville-lès-Rouen,France,table,
Ermont,France,table,
Décines-Charpieu,France,table,
Villiers-sur-Marne,France,table,
Bois-Colombes,France,table,
Bourgoin-Jallieu,France,table,
Clichy-sous-Bois,France,table,
Orange,France,table,
Soissons,France,table,
Fresnes,France,table,
Draveil,France,table,
Villiers-le-Bel,France,table,
Saint-Étienne-du-Rouvray,France,table,
Dieppe,France,table,
Grigny,France,table,
Tournefeuille,France,table,
Montfermeil,France,table,
Vanves,France,table,
Limeil-Brévannes,France,table,
Saint-Sébastien-sur-Loire,France,table,
Brétigny-sur-Orge,France,table,
Lambersart,France,table,
Vallauris,France,table,
Orvault,France,table,
Sucy-en-Brie,France,table,
Rambouillet,France,table,
Taverny,France,table,
Illkirch-Graffenstaden,France,table,
Bergerac,France,table,
Sens,France,table,
Bussy-Saint-Georges,France,table,
Villeparisis,France,table,
Sannois,France,table,
Oullins,France,table,
Le Gosier,France,table,
Saumur,France,table,
Miramas,France,table,
Lunel,France,table,
Remire-Montjoly,France,table,
Cavaillon,France,table,
La Teste-de-Buch,France,table,
Gonesse,France,table,
Hénin-Beaumont,France,table,
Le Grand-Quevilly,France,table,
Alençon,France,table,
Montbéliard,France,table,
Biarritz,France,table,
Gradignan,France,table,
Champs-sur-Marne,France,table,
Étampes,France,table,
Élancourt,France,table,
Aurillac,France,table,
Vertou,France,table,
Fontenay-aux-Roses,France,table,
Blagnac,France,table,
La Garde,France,table,
Cenon,France,table,
Vierzon,France,table,
Cormeilles-en-Parisis,France,table,
Eaubonne,France,table,
Brunoy,France,table,
Saintes,France,table,
Sèvremoine,France,table,
Béthune,France,table,
Les Ulis,France,table,
Vichy,France,table,
Le Kremlin-Bicêtre,France,table,
Armentières,France,table,
Kourou,France,table,
Muret,France,table,
Petit-Bourg,France,table,
Saint-Ouen-l'Aumône,France,table,
Orly,France,table,
Eysines,France,table,
Rodez,France,table,
Laon,France,table,
Libourne,France,table,
Sainte-Anne,France,table,
Villeneuve-la-Garenne,France,table,
La Valette-du-Var,France,table,
Sainte-Suzanne,France,table,
Les Pavillons-sous-Bois,France,table,
Le Bouscat,France,table,
Montgeron,France,table,
Vernon,France,table,
Dole,France,table,
Rochefort,France,table,
Sèvres,France,table,
Les Lilas,France,table,
Beaupréau-en-Mauges,France,table,
Maisons-Laffitte,France,table,
Fontaine,France,table,
Lormont,France,table,
Lanester,France,table,
Vélizy-Villacoublay,France,table,
Frontignan,France,table,
Abbeville,France,table,
Saint-Dizier,France,table,
Loos,France,table,
Roissy-en-Brie,France,table,
Hérouville-Saint-Clair,France,table,
Castelnau-le-Lez,France,table,
Manosque,France,table,
Grande-Synthe,France,table,
Oyonnax,France,table,
Épernay,France,table,
Olivet,France,table,
Saint-Mandé,France,table,
Couëron,France,table,
Tassin-la-Demi-Lune,France,table,
Sainte-Foy-lès-Lyon,France,table,
Auch,France,table,
Deuil-la-Barre,France,table,
Le Moule,France,table,
Dammarie-les-Lys,France,table,
Torcy,France,table,
Le Petit-Quevilly,France,table,
Mandelieu-la-Napoule,France,table,
Millau,France,table,
Le Robert,France,table,
Bruay-la-Buissière,France,table,
Gujan-Mestras,France,table,
Montigny-lès-Metz,France,table,
La Madeleine,France,table,
Chaumont,France,table,
Arcueil,France,table,
Villeneuve-sur-Lot,France,table,
Montmorency,France,table,
Villeneuve-le-Roi,France,table,
Combs-la-Ville,France,table,
Les Pennes-Mirabeau,France,table,
Forbach,France,table,
Lagny-sur-Marne,France,table,
Achères,France,table,
Montigny-lès-Cormeilles,France,table,
Gardanne,France,table,
Hazebrouck,France,table,
Allauch,France,table,
Challans,France,table,
Saint-Jean-de-Braye,France,table,
Mons-en-Barœul,France,table,
Le Creusot,France,table,
Longjumeau,France,table,
Montereau-Fault-Yonne,France,table,
Bourg-la-Reine,France,table,
Fleury-les-Aubrais,France,table,
Gif-sur-Yvette,France,table,
Le Mée-sur-Seine,France,table,
Saint-Genis-Laval,France,table,
Saint-Gratien,France,table,
Croix,France,table,
Neuilly-Plaisance,France,table,
Wasquehal,France,table,
Coudekerque-Branche,France,table,
Dax,France,table,
Chemillé-en-Anjou,France,table,
Mantes-la-Ville,France,table,
Nogent-sur-Oise,France,table,
Chaville,France,table,
Halluin,France,table,
La Celle-Saint-Cloud,France,table,
Mitry-Mory,France,table,
Sarreguemines,France,table,
Fougères,France,table,
Pertuis,France,table,
Beaune,France,table,
Ozoir-la-Ferrière,France,table,
Saint-Michel-sur-Orge,France,table,
Montaigu-Vendée,France,table,
Voiron,France,table,
Carquefou,France,table,
Cournon-d'Auvergne,France,table,
Givors,France,table,
Lannion,France,table,
Morsang-sur-Orge,France,table,
L'Isle-sur-la-Sorgue,France,table,
Lisieux,France,table,
Sceaux,France,table,
Nouméa,France,table,
Dumbéa,France,table,
Saint-Martin,France,table,
Faʻaʻā,France,table,
Punaʻauia,France,table,
Le Mont-Dore,France,table,
Papeete,France,table,
Païta,France,table,
Paris,France,table,
Marseille,France,table,
Lyon,France,table,
Toulouse,France,table,
Nice,France,table,
Nantes,France,table,
Montpellier,France,table,
Strasbourg,France,table,
Bordeaux,France,table,
Lille,France,table,
Rennes,France,table,
Reims,France,table,
Toulon,France,table,
Saint-Étienne,France,table,
Le Havre,France,table,
Grenoble,France,table,
Dijon,France,table,
Angers,France,table,
Saint-Denis,France,table,
Villeurbanne,France,table,
Nîmes,France,table,
Clermont-Ferrand,France,table,
Aix-en-Provence,France,table,
Le Mans,France,table,
Brest,France,table,
Tours,France,table,
Amiens,France,table,
Limoges,France,table,
Annecy,France,table,
Boulogne-Billancourt,France,table,
Perpignan,France,table,
Metz,France,table,
Besançon,France,table,
Orléans,France,table,
Rouen,France,table,
Montreuil,France,table,
Argenteuil,France,table,
Mulhouse,France,table,
Caen,France,table,
Nancy,France,table,
Saint-Paul,France,table,
Roubaix,France,table,
Tourcoing,France,table,
Nanterre,France,table,
Vitry-sur-Seine,France,table,
Créteil,France,table,
Avignon,France,table,
Poitiers,France,table,
Aubervilliers,France,table,
Asnières-sur-Seine,France,table,
Aulnay-sous-Bois,France,table,
Colombes,France,table,
Dunkirk,France,table,
Saint-Pierre,France,table,
Versailles,France,table,
Courbevoie,France,table,
Le Tampon,France,table,
Cherbourg-en-Cotentin,France,table,
Rueil-Malmaison,France,table,
Béziers,France,table,
La Rochelle,France,table,
Champigny-sur-Marne,France,table,
Fort-de-France,France,table,
Pau,France,table,
Saint-Maur-des-Fossés,France,table,
Cannes,France,table,
Antibes,France,table,
Calais,France,table,
Drancy,France,table,
Mérignac,France,table,
Mamoudzou,France,table,
Saint-Nazaire,France,table,
Ajaccio,France,table,
Colmar,France,table,
Issy-les-Moulineaux,France,table,
Noisy-le-Grand,France,table,
Vénissieux,France,table,
Évry-Courcouronnes,France,table,
Levallois-Perret,France,table,
Cergy,France,table,
Cayenne,France,table,
Pessac,France,table,
Valence,France,table,
Bourges,France,table,
Ivry-sur-Seine,France,table,
Quimper,France,table,
Clichy,France,table,
La Seyne-sur-Mer,France,table,
Antony,France,table,
Troyes,France,table,
Villeneuve-d'Ascq,France,table,
Montauban,France,table,
Pantin,France,table,
Neuilly-sur-Seine,France,table,
Sarcelles,France,table,
Niort,France,table,
Chambéry,France,table,
Le Blanc-Mesnil,France,table,
Lorient,France,table,
Beauvais,France,table,
Saint-André,France,table,
Maisons-Alfort,France,table,
Meaux,France,table,
Narbonne,France,table,
Villejuif,France,table,
Chelles,France,table,
La Roche-sur-Yon,France,table,
Hyères,France,table,
Épinay-sur-Seine,France,table,
Bondy,France,table,
Fréjus,France,table,
Bobigny,France,table,
Cholet,France,table,
Vannes,France,table,
Saint-Quentin,France,table,
Les Abymes,France,table,
Saint-Louis,France,table,
Clamart,France,table,
Vaulx-en-Velin,France,table,
Sartrouville,France,table,
Cagnes-sur-Mer,France,table,
Fontenay-sous-Bois,France,table,
Bayonne,France,table,
Sevran,France,table,
Corbeil-Essonnes,France,table,
Saint-Ouen-sur-Seine,France,table,
Massy,France,table,
Arles,France,table,
Vincennes,France,table,
Laval,France,table,
Suresnes,France,table,
Albi,France,table,
Grasse,France,table,
Martigues,France,table,
Gennevilliers,France,table,
Bastia,France,table,
Montrouge,France,table,
Saint-Laurent-du-Maroni,France,table,
Aubagne,France,table,
Saint-Herblain,France,table,
Saint-Priest,France,table,
Carcassonne,France,table,
Saint-Malo,France,table,
Belfort,France,table,
Charleville-Mézières,France,table,
Évreux,France,table,
Brive-la-Gaillarde,France,table,
Choisy-le-Roi,France,table,
Rosny-sous-Bois,France,table,
Blois,France,table,
Meudon,France,table,
Livry-Gargan,France,table,
Salon-de-Provence,France,table,
Puteaux,France,table,
Chalon-sur-Saône,France,table,
La Courneuve,France,table,
Les Sables-d'Olonne,France,table,
Saint-Germain-en-Laye,France,table,
Alfortville,France,table,
Noisy-le-Sec,France,table,
Châlons-en-Champagne,France,table,
Mantes-la-Jolie,France,table,
Sète,France,table,
Talence,France,table,
Istres,France,table,
Saint-Brieuc,France,table,
Caluire-et-Cuire,France,table,
Garges-lès-Gonesse,France,table,
Valenciennes,France,table,
Châteauroux,France,table,
Rezé,France,table,
Tarbes,France,table,
Bron,France,table,
Castres,France,table,
Le Cannet,France,table,
Alès,France,table,
Arras,France,table,
Angoulême,France,table,
Bourg-en-Bresse,France,table,
Bagneux,France,table,
Wattrelos,France,table,
Melun,France,table,
Thionville,France,table,
Gap,France,table,
Compiègne,France,table,
Boulogne-sur-Mer,France,table,
Le Lamentin,France,table,
Colomiers,France,table,
Montélimar,France,table,
Anglet,France,table,
Gagny,France,table,
Douai,France,table,
Draguignan,France,table,
Poissy,France,table,
Chartres,France,table,
Marcq-en-Barœul,France,table,
Joué-lès-Tours,France,table,
Stains,France,table,
Saint-Martin-d'Hères,France,table,
Saint-Joseph,France,table,
Villepinte,France,table,
Pontault-Combault,France,table,
Franconville,France,table,
Saint-Benoît,France,table,
Échirolles,France,table,
Villenave-d'Ornon,France,table,
Châtillon,France,table,
Annemasse,France,table,
Savigny-sur-Orge,France,table,
Tremblay-en-France,France,table,
Villefranche-sur-Saône,France,table,
Creil,France,table,
Bagnolet,France,table,
Saint-Raphaël,France,table,
La Ciotat,France,table,
Neuilly-sur-Marne,France,table,
Sainte-Geneviève-des-Bois,France,table,
Thonon-les-Bains,France,table,
Athis-Mons,France,table,
Conflans-Sainte-Honorine,France,table,
Palaiseau,France,table,
Haguenau,France,table,
Villeneuve-Saint-Georges,France,table,
Saint-Chamond,France,table,
Meyzieu,France,table,
Six-Fours-les-Plages,France,table,
Saint-Leu,France,table,
Auxerre,France,table,
Montluçon,France,table,
Sainte-Marie,France,table,
Nogent-sur-Marne,France,table,
Châtenay-Malabry,France,table,
Mâcon,France,table,
Roanne,France,table,
Schiltigheim,France,table,
Le Perreux-sur-Marne,France,table,
Matoury,France,table,
Vitrolles,France,table,
Les Mureaux,France,table,
Romans-sur-Isère,France,table,
Nevers,France,table,
La Possession,France,table,
Le Port,France,table,
Houilles,France,table,
Trappes,France,table,
Agen,France,table,
Pontoise,France,table,
Marignane,France,table,
Montigny-le-Bretonneux,France,table,
Épinal,France,table,
Cambrai,France,table,
Koungou,France,table,
L'Haÿ-les-Roses,France,table,
Saint-Médard-en-Jalles,France,table,
Bezons,France,table,
Châtellerault,France,table,
Lens,France,table,
Vigneux-sur-Seine,France,table,
Herblay-sur-Seine,France,table,
Le Chesnay-Rocquencourt,France,table,
Goussainville,France,table,
Plaisir,France,table,
Malakoff,France,table,
Viry-Châtillon,France,table,
Pierrefitte-sur-Seine,France,table,
Baie-Mahault,France,table,
Rillieux-la-Pape,France,table,
Thiais,France,table,
Dreux,France,table,
Bègles,France,table,
Menton,France,table,
Aix-les-Bains,France,table,
Cachan,France,table,
Villemomble,France,table,
Chatou,France,table,
Liévin,France,table,
Romainville,France,table,
Le Plessis-Robinson,France,table,
Saint-Cloud,France,table,
Vienne,France,table,
Savigny-le-Temple,France,table,
Vandœuvre-lès-Nancy,France,table,
Périgueux,France,table,
Charenton-le-Pont,France,table,
Mont-de-Marsan,France,table,
Ris-Orangis,France,table,
La Garenne-Colombes,France,table,
Agde,France,table,
Maubeuge,France,table,
Guyancourt,France,table,
Yerres,France,table,
Carpentras,France,table,
Saint-Laurent-du-Var,France,table,
Sotteville-lès-Rouen,France,table,
Ermont,France,table,
Décines-Charpieu,France,table,
Villiers-sur-Marne,France,table,
Bois-Colombes,France,table,
Bourgoin-Jallieu,France,table,
Clichy-sous-Bois,France,table,
Orange,France,table,
Soissons,France,table,
Fresnes,France,table,
Draveil,France,table,
Villiers-le-Bel,France,table,
Saint-Étienne-du-Rouvray,France,table,
Dieppe,France,table,
Grigny,France,table,
Tournefeuille,France,table,
Montfermeil,France,table,
Vanves,France,table,
Limeil-Brévannes,France,table,
Saint-Sébastien-sur-Loire,France,table,
Brétigny-sur-Orge,France,table,
Lambersart,France,table,
Vallauris,France,table,
Orvault,France,table,
Sucy-en-Brie,France,table,
Rambouillet,France,table,
Taverny,France,table,
Illkirch-Graffenstaden,France,table,
Bergerac,France,table,
Sens,France,table,
Bussy-Saint-Georges,France,table,
Villeparisis,France,table,
Sannois,France,table,
Oullins,France,table,
Le Gosier,France,table,
Saumur,France,table,
Miramas,France,table,
Lunel,France,table,
Remire-Montjoly,France,table,
Cavaillon,France,table,
La Teste-de-Buch,France,table,
Gonesse,France,table,
Hénin-Beaumont,France,table,
Le Grand-Quevilly,France,table,
Alençon,France,table,
Montbéliard,France,table,
Biarritz,France,table,
Gradignan,France,table,
Champs-sur-Marne,France,table,
Étampes,France,table,
Élancourt,France,table,
Aurillac,France,table,
Vertou,France,table,
Fontenay-aux-Roses,France,table,
Blagnac,France,table,
La Garde,France,table,
Cenon,France,table,
Vierzon,France,table,
Cormeilles-en-Parisis,France,table,
Eaubonne,France,table,
Brunoy,France,table,
Saintes,France,table,
Sèvremoine,France,table,
Béthune,France,table,
Les Ulis,France,table,
Vichy,France,table,
Le Kremlin-Bicêtre,France,table,
Armentières,France,table,
Kourou,France,table,
Muret,France,table,
Petit-Bourg,France,table,
Saint-Ouen-l'Aumône,France,table,
Orly,France,table,
Eysines,France,table,
Rodez,France,table,
Laon,France,table,
Libourne,France,table,
Sainte-Anne,France,table,
Villeneuve-la-Garenne,France,table,
La Valette-du-Var,France,table,
Sainte-Suzanne,France,table,
Les Pavillons-sous-Bois,France,table,
Le Bouscat,France,table,
Montgeron,France,table,
Vernon,France,table,
Dole,France,table,
Rochefort,France,table,
Sèvres,France,table,
Les Lilas,France,table,
Beaupréau-en-Mauges,France,table,
Maisons-Laffitte,France,table,
Fontaine,France,table,
Lormont,France,table,
Lanester,France,table,
Vélizy-Villacoublay,France,table,
Frontignan,France,table,
Abbeville,France,table,
Saint-Dizier,France,table,
Loos,France,table,
Roissy-en-Brie,France,table,
Hérouville-Saint-Clair,France,table,
Castelnau-le-Lez,France,table,
Manosque,France,table,
Grande-Synthe,France,table,
Oyonnax,France,table,
Épernay,France,table,
Olivet,France,table,
Saint-Mandé,France,table,
Couëron,France,table,
Tassin-la-Demi-Lune,France,table,
Sainte-Foy-lès-Lyon,France,table,
Auch,France,table,
Deuil-la-Barre,France,table,
Le Moule,France,table,
Dammarie-les-Lys,France,table,
Torcy,France,table,
Le Petit-Quevilly,France,table,
Mandelieu-la-Napoule,France,table,
Millau,France,table,
Le Robert,France,table,
Bruay-la-Buissière,France,table,
Gujan-Mestras,France,table,
Montigny-lès-Metz,France,table,
La Madeleine,France,table,
Chaumont,France,table,
Arcueil,France,table,
Villeneuve-sur-Lot,France,table,
Montmorency,France,table,
Villeneuve-le-Roi,France,table,
Combs-la-Ville,France,table,
Les Pennes-Mirabeau,France,table,
Forbach,France,table,
Lagny-sur-Marne,France,table,
Achères,France,table,
Montigny-lès-Cormeilles,France,table,
Gardanne,France,table,
Hazebrouck,France,table,
Allauch,France,table,
Challans,France,table,
Saint-Jean-de-Braye,France,table,
Mons-en-Barœul,France,table,
Le Creusot,France,table,
Longjumeau,France,table,
Montereau-Fault-Yonne,France,table,
Bourg-la-Reine,France,table,
Fleury-les-Aubrais,France,table,
Gif-sur-Yvette,France,table,
Le Mée-sur-Seine,France,table,
Saint-Genis-Laval,France,table,
Saint-Gratien,France,table,
Croix,France,table,
Neuilly-Plaisance,France,table,
Wasquehal,France,table,
Coudekerque-Branche,France,table,
Dax,France,table,
Chemillé-en-Anjou,France,table,
Mantes-la-Ville,France,table,
Nogent-sur-Oise,France,table,
Chaville,France,table,
Halluin,France,table,
La Celle-Saint-Cloud,France,table,
Mitry-Mory,France,table,
Sarreguemines,France,table,
Fougères,France,table,
Pertuis,France,table,
Beaune,France,table,
Ozoir-la-Ferrière,France,table,
Saint-Michel-sur-Orge,France,table,
Montaigu-Vendée,France,table,
Voiron,France,table,
Carquefou,France,table,
Cournon-d'Auvergne,France,table,
Givors,France,table,
Lannion,France,table,
Morsang-sur-Orge,France,table,
L'Isle-sur-la-Sorgue,France,table,
Lisieux,France,table,
Sceaux,France,table,
Nouméa,France,table,
Dumbéa,France,table,
Saint-Martin,France,table,
Faʻaʻā,France,table,
Punaʻauia,France,table,
Le Mont-Dore,France,table,
Papeete,France,table,
Païta,France,table,
Bavaria,Germany,list,https://en.wikipedia.org/wiki/Bavaria
Baden-Württemberg,Germany,list,https://en.wikipedia.org/wiki/Baden-W%C3%BCrttemberg
North Rhine-Westphalia,Germany,list,https://en.wikipedia.org/wiki/North_Rhine-Westphalia
Hesse,Germany,list,https://en.wikipedia.org/wiki/Hesse
Saxony,Germany,list,https://en.wikipedia.org/wiki/Saxony
Lower Saxony,Germany,list,https://en.wikipedia.org/wiki/Lower_Saxony
Rhineland-Palatinate,Germany,list,https://en.wikipedia.org/wiki/Rhineland-Palatinate
Thuringia,Germany,list,https://en.wikipedia.org/wiki/Thuringia
Brandenburg,Germany,list,https://en.wikipedia.org/wiki/Brandenburg
Saxony-Anhalt,Germany,list,https://en.wikipedia.org/wiki/Saxony-Anhalt
Mecklenburg-Western Pomerania,Germany,list,https://en.wikipedia.org/wiki/Mecklenburg-Western_Pomerania
Schleswig-Holstein,Germany,list,https://en.wikipedia.org/wiki/Schleswig-Holstein
Saarland,Germany,list,https://en.wikipedia.org/wiki/Saarland
Bremen,Germany,list,https://en.wikipedia.org/wiki/Bremen_(state)
Berlin,Germany,list,https://en.wikipedia.org/wiki/Berlin
Hamburg,Germany,list,https://en.wikipedia.org/wiki/Hamburg
Aach,Germany,list,"https://en.wikipedia.org/wiki/Aach,_Baden-W%C3%BCrttemberg"
Aachen,Germany,list,https://en.wikipedia.org/wiki/Aachen
Aalen,Germany,list,https://en.wikipedia.org/wiki/Aalen
Abenberg,Germany,list,https://en.wikipedia.org/wiki/Abenberg
Abensberg,Germany,list,https://en.wikipedia.org/wiki/Abensberg
Achern,Germany,list,https://en.wikipedia.org/wiki/Achern
Achim,Germany,list,https://en.wikipedia.org/wiki/Achim_(Weser)
Adelsheim,Germany,list,https://en.wikipedia.org/wiki/Adelsheim
Adenau,Germany,list,https://en.wikipedia.org/wiki/Adenau
Adorf,Germany,list,https://en.wikipedia.org/wiki/Adorf_(Vogtland)
Ahaus,Germany,list,https://en.wikipedia.org/wiki/Ahaus
Ahlen,Germany,list,https://en.wikipedia.org/wiki/Ahlen
Ahrensburg,Germany,list,https://en.wikipedia.org/wiki/Ahrensburg
Aichach,Germany,list,https://en.wikipedia.org/wiki/Aichach
Aichtal,Germany,list,https://en.wikipedia.org/wiki/Aichtal
Aken,Germany,list,https://en.wikipedia.org/wiki/Aken_(Elbe)
Albstadt,Germany,list,https://en.wikipedia.org/wiki/Albstadt
Alfeld,Germany,list,https://en.wikipedia.org/wiki/Alfeld
Allendorf,Germany,list,https://en.wikipedia.org/wiki/Allendorf_(Lumda)
Allstedt,Germany,list,https://en.wikipedia.org/wiki/Allstedt
Alpirsbach,Germany,list,https://en.wikipedia.org/wiki/Alpirsbach
Alsdorf,Germany,list,https://en.wikipedia.org/wiki/Alsdorf
Alsfeld,Germany,list,https://en.wikipedia.org/wiki/Alsfeld
Alsleben,Germany,list,https://en.wikipedia.org/wiki/Alsleben_(Saale)
Altdorf bei Nürnberg,Germany,list,https://en.wikipedia.org/wiki/Altdorf_bei_N%C3%BCrnberg
Altena,Germany,list,https://en.wikipedia.org/wiki/Altena
Altenberg,Germany,list,https://en.wikipedia.org/wiki/Altenberg_(Saxony)
Altenburg,Germany,list,https://en.wikipedia.org/wiki/Altenburg
Altenkirchen,Germany,list,https://en.wikipedia.org/wiki/Altenkirchen
Altensteig,Germany,list,https://en.wikipedia.org/wiki/Altensteig
Altentreptow,Germany,list,https://en.wikipedia.org/wiki/Altentreptow
Altlandsberg,Germany,list,https://en.wikipedia.org/wiki/Altlandsberg
Altötting,Germany,list,https://en.wikipedia.org/wiki/Alt%C3%B6tting
Alzenau,Germany,list,https://en.wikipedia.org/wiki/Alzenau_in_Unterfranken
Alzey,Germany,list,https://en.wikipedia.org/wiki/Alzey
Amberg,Germany,list,https://en.wikipedia.org/wiki/Amberg
Amöneburg,Germany,list,https://en.wikipedia.org/wiki/Am%C3%B6neburg
Amorbach,Germany,list,https://en.wikipedia.org/wiki/Amorbach
Amt Creuzburg,Germany,list,https://en.wikipedia.org/wiki/Amt_Creuzburg
An der Schmücke,Germany,list,https://en.wikipedia.org/wiki/An_der_Schm%C3%BCcke
Andernach,Germany,list,https://en.wikipedia.org/wiki/Andernach
Angermünde,Germany,list,https://en.wikipedia.org/wiki/Angerm%C3%BCnde
Anklam,Germany,list,https://en.wikipedia.org/wiki/Anklam
Annaberg-Buchholz,Germany,list,https://en.wikipedia.org/wiki/Annaberg-Buchholz
Annaburg,Germany,list,https://en.wikipedia.org/wiki/Annaburg
Annweiler am Trifels,Germany,list,https://en.wikipedia.org/wiki/Annweiler_am_Trifels
Ansbach,Germany,list,https://en.wikipedia.org/wiki/Ansbach
Apolda,Germany,list,https://en.wikipedia.org/wiki/Apolda
Arendsee,Germany,list,https://en.wikipedia.org/wiki/Arendsee
Arneburg,Germany,list,https://en.wikipedia.org/wiki/Arneburg
Arnis,Germany,list,https://en.wikipedia.org/wiki/Arnis_(town)
Arnsberg,Germany,list,https://en.wikipedia.org/wiki/Arnsberg
Arnstadt,Germany,list,https://en.wikipedia.org/wiki/Arnstadt
Arnstein,Germany,list,https://en.wikipedia.org/wiki/Arnstein
Artern,Germany,list,https://en.wikipedia.org/wiki/Artern
Arzberg,Germany,list,https://en.wikipedia.org/wiki/Arzberg_(Oberfranken)
Aschaffenburg,Germany,list,https://en.wikipedia.org/wiki/Aschaffenburg
Aschersleben,Germany,list,https://en.wikipedia.org/wiki/Aschersleben
Asperg,Germany,list,https://en.wikipedia.org/wiki/Asperg
Aßlar,Germany,list,https://en.wikipedia.org/wiki/A%C3%9Flar
Attendorn,Germany,list,https://en.wikipedia.org/wiki/Attendorn
Aub,Germany,list,https://en.wikipedia.org/wiki/Aub
Aue-Bad Schlema,Germany,list,https://en.wikipedia.org/wiki/Aue-Bad_Schlema
Auerbach in der Oberpfalz,Germany,list,https://en.wikipedia.org/wiki/Auerbach_in_der_Oberpfalz
Auerbach,Germany,list,https://en.wikipedia.org/wiki/Auerbach_(Vogtland)
Augsburg,Germany,list,https://en.wikipedia.org/wiki/Augsburg
Augustusburg,Germany,list,https://en.wikipedia.org/wiki/Augustusburg
Aulendorf,Germany,list,https://en.wikipedia.org/wiki/Aulendorf
Auma-Weidatal,Germany,list,https://en.wikipedia.org/wiki/Auma-Weidatal
Aurich,Germany,list,https://en.wikipedia.org/wiki/Aurich
Babenhausen,Germany,list,https://en.wikipedia.org/wiki/Babenhausen_(Hesse)
Bacharach,Germany,list,https://en.wikipedia.org/wiki/Bacharach
Backnang,Germany,list,https://en.wikipedia.org/wiki/Backnang
Bad Aibling,Germany,list,https://en.wikipedia.org/wiki/Bad_Aibling
Bad Arolsen,Germany,list,https://en.wikipedia.org/wiki/Bad_Arolsen
Bad Belzig,Germany,list,https://en.wikipedia.org/wiki/Bad_Belzig
Bad Bentheim,Germany,list,https://en.wikipedia.org/wiki/Bad_Bentheim
Bad Bergzabern,Germany,list,https://en.wikipedia.org/wiki/Bad_Bergzabern
Bad Berka,Germany,list,https://en.wikipedia.org/wiki/Bad_Berka
Bad Berleburg,Germany,list,https://en.wikipedia.org/wiki/Bad_Berleburg
Bad Berneck im Fichtelgebirge,Germany,list,https://en.wikipedia.org/wiki/Bad_Berneck_im_Fichtelgebirge
Bad Bevensen,Germany,list,https://en.wikipedia.org/wiki/Bad_Bevensen
Bad Bibra,Germany,list,https://en.wikipedia.org/wiki/Bad_Bibra
Bad Blankenburg,Germany,list,https://en.wikipedia.org/wiki/Bad_Blankenburg
Bad Bramstedt,Germany,list,https://en.wikipedia.org/wiki/Bad_Bramstedt
Bad Breisig,Germany,list,https://en.wikipedia.org/wiki/Bad_Breisig
Bad Brückenau,Germany,list,https://en.wikipedia.org/wiki/Bad_Br%C3%BCckenau
Bad Buchau,Germany,list,https://en.wikipedia.org/wiki/Bad_Buchau
Bad Camberg,Germany,list,https://en.wikipedia.org/wiki/Bad_Camberg
Bad Doberan,Germany,list,https://en.wikipedia.org/wiki/Bad_Doberan
Bad Driburg,Germany,list,https://en.wikipedia.org/wiki/Bad_Driburg
Bad Düben,Germany,list,https://en.wikipedia.org/wiki/Bad_D%C3%BCben
Bad Dürkheim,Germany,list,https://en.wikipedia.org/wiki/Bad_D%C3%BCrkheim
Bad Dürrenberg,Germany,list,https://en.wikipedia.org/wiki/Bad_D%C3%BCrrenberg
Bad Dürrheim,Germany,list,https://en.wikipedia.org/wiki/Bad_D%C3%BCrrheim
Bad Elster,Germany,list,https://en.wikipedia.org/wiki/Bad_Elster
Bad Ems,Germany,list,https://en.wikipedia.org/wiki/Bad_Ems
Bad Fallingbostel,Germany,list,https://en.wikipedia.org/wiki/Bad_Fallingbostel
